Well;Plate;ID_unique;Light_panel;Group;Genus;Species;Strain;Species_Strain;Medium;Replicate;Salinity;Temperature;Light_period;Light_intensity;Experiment
F11;5;F11_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;15;14;100;2
G11;5;G11_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;15;14;100;2
H11;5;H11_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;15;14;100;2
A12;5;A12_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;15;14;200;2
B12;5;B12_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;15;14;200;2
C12;5;C12_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;15;14;200;2
D12;5;D12_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;15;14;200;2
E12;5;E12_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;15;14;100;2
F12;5;F12_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;15;14;100;2
G12;5;G12_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;15;14;100;2
H12;5;H12_5;7;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;15;14;100;2
A1;6;A1_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;20;15;14;50;2
B1;6;B1_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;20;15;14;50;2
C1;6;C1_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;20;15;14;50;2
D1;6;D1_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;20;15;14;50;2
E1;6;E1_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;20;15;14;25;2
F1;6;F1_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;20;15;14;25;2
G1;6;G1_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;20;15;14;25;2
H1;6;H1_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;20;15;14;25;2
A2;6;A2_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;25;15;14;50;2
B2;6;B2_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;25;15;14;50;2
C2;6;C2_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;25;15;14;50;2
D2;6;D2_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;25;15;14;50;2
E2;6;E2_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;25;15;14;25;2
F2;6;F2_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;25;15;14;25;2
G2;6;G2_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;25;15;14;25;2
H2;6;H2_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;25;15;14;25;2
A3;6;A3_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;30;15;14;50;2
B3;6;B3_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;30;15;14;50;2
C3;6;C3_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;30;15;14;50;2
D3;6;D3_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;30;15;14;50;2
E3;6;E3_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;30;15;14;25;2
F3;6;F3_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;30;15;14;25;2
G3;6;G3_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;30;15;14;25;2
H3;6;H3_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;30;15;14;25;2
A4;6;A4_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;15;14;50;2
B4;6;B4_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;15;14;50;2
C4;6;C4_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;15;14;50;2
D4;6;D4_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;15;14;50;2
E4;6;E4_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;15;14;25;2
F4;6;F4_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;15;14;25;2
G4;6;G4_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;15;14;25;2
H4;6;H4_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;15;14;25;2
A5;6;A5_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;15;14;50;2
B5;6;B5_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;15;14;50;2
C5;6;C5_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;15;14;50;2
D5;6;D5_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;15;14;50;2
E5;6;E5_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;15;14;25;2
F5;6;F5_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;15;14;25;2
G5;6;G5_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;15;14;25;2
H5;6;H5_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;15;14;25;2
A6;6;A6_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;15;14;50;2
B6;6;B6_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;15;14;50;2
C6;6;C6_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;15;14;50;2
D6;6;D6_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;15;14;50;2
E6;6;E6_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;15;14;25;2
F6;6;F6_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;15;14;25;2
G6;6;G6_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;15;14;25;2
H6;6;H6_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;15;14;25;2
A7;6;A7_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;15;14;50;2
B7;6;B7_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;15;14;50;2
C7;6;C7_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;15;14;50;2
D7;6;D7_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;15;14;50;2
E7;6;E7_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;15;14;25;2
F7;6;F7_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;15;14;25;2
G7;6;G7_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;15;14;25;2
H7;6;H7_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;30;15;14;25;2
A8;6;A8_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;15;14;50;2
B8;6;B8_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;15;14;50;2
C8;6;C8_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;15;14;50;2
D8;6;D8_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;15;14;50;2
E8;6;E8_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;34;15;14;25;2
F8;6;F8_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;34;15;14;25;2
G8;6;G8_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;34;15;14;25;2
H8;6;H8_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;34;15;14;25;2
A9;6;A9_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;15;14;50;2
B9;6;B9_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;15;14;50;2
C9;6;C9_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;15;14;50;2
D9;6;D9_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;15;14;50;2
E9;6;E9_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;20;15;14;25;2
F9;6;F9_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;20;15;14;25;2
G9;6;G9_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;20;15;14;25;2
H9;6;H9_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;20;15;14;25;2
A10;6;A10_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;15;14;50;2
B10;6;B10_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;15;14;50;2
C10;6;C10_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;15;14;50;2
D10;6;D10_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;15;14;50;2
E10;6;E10_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;25;15;14;25;2
F10;6;F10_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;25;15;14;25;2
G10;6;G10_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;25;15;14;25;2
H10;6;H10_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;25;15;14;25;2
A11;6;A11_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;15;14;50;2
B11;6;B11_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;15;14;50;2
C11;6;C11_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;15;14;50;2
D11;6;D11_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;15;14;50;2
E11;6;E11_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;30;15;14;25;2
F11;6;F11_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;30;15;14;25;2
G11;6;G11_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;30;15;14;25;2
H11;6;H11_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;30;15;14;25;2
A12;6;A12_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;15;14;50;2
B12;6;B12_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;15;14;50;2
C12;6;C12_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;15;14;50;2
D12;6;D12_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;15;14;50;2
E12;6;E12_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;1;34;15;14;25;2
F12;6;F12_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;2;34;15;14;25;2
G12;6;G12_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;3;34;15;14;25;2
H12;6;H12_6;5;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO394;Chrysochromulina leadbeateri (UiO394);IMR 1/2;4;34;15;14;25;2
A1;7;A1_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;20;19;14;200;2
B1;7;B1_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;20;19;14;200;2
C1;7;C1_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;20;19;14;200;2
D1;7;D1_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;20;19;14;200;2
E1;7;E1_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;20;19;14;100;2
F1;7;F1_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;20;19;14;100;2
G1;7;G1_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;20;19;14;100;2
H1;7;H1_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;20;19;14;100;2
A2;7;A2_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;25;19;14;200;2
B2;7;B2_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;25;19;14;200;2
C2;7;C2_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;25;19;14;200;2
D2;7;D2_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;25;19;14;200;2
E2;7;E2_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;25;19;14;100;2
F2;7;F2_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;25;19;14;100;2
G2;7;G2_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;25;19;14;100;2
H2;7;H2_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;25;19;14;100;2
A3;7;A3_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;30;19;14;200;2
B3;7;B3_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;30;19;14;200;2
C3;7;C3_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;30;19;14;200;2
D3;7;D3_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;30;19;14;200;2
E3;7;E3_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;30;19;14;100;2
F3;7;F3_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;30;19;14;100;2
G3;7;G3_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;30;19;14;100;2
H3;7;H3_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;30;19;14;100;2
A4;7;A4_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;19;14;200;2
B4;7;B4_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;19;14;200;2
C4;7;C4_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;19;14;200;2
D4;7;D4_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;19;14;200;2
E4;7;E4_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;1;34;19;14;100;2
F4;7;F4_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;2;34;19;14;100;2
G4;7;G4_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;3;34;19;14;100;2
H4;7;H4_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO035;Chrysochromulina leadbeateri (UiO035);IMR 1/2;4;34;19;14;100;2
A5;7;A5_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;19;14;200;2
B5;7;B5_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;19;14;200;2
C5;7;C5_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;19;14;200;2
D5;7;D5_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;19;14;200;2
E5;7;E5_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;20;19;14;100;2
F5;7;F5_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;20;19;14;100;2
G5;7;G5_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;20;19;14;100;2
H5;7;H5_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;20;19;14;100;2
A6;7;A6_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;19;14;200;2
B6;7;B6_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;19;14;200;2
C6;7;C6_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;19;14;200;2
D6;7;D6_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;19;14;200;2
E6;7;E6_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;25;19;14;100;2
F6;7;F6_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;25;19;14;100;2
G6;7;G6_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;25;19;14;100;2
H6;7;H6_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;4;25;19;14;100;2
A7;7;A7_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;1;30;19;14;200;2
B7;7;B7_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;2;30;19;14;200;2
C7;7;C7_7;1;Haptophyte;Chrysochromulina;Chrysochromulina leadbeateri;UiO393;Chrysochromulina leadbeateri (UiO393);IMR 1/2;3;30;19;14;200;2
